Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
234	1000.0	0.0	1000.0	1000.0	1000.0	99.99564	0.0015948152	100.07183	99.99471	1175000	8.075237e-08	1.8576728e-05	0.003946001	0.0009912287	-1.0652609	0.044356506	0.4628	1.0	520.6895709037781
235	1000.0	0.0	1000.0	1000.0	1000.0	100.03763	0.0014651859	100.065414	100.03107	1180000	2.4318695e-08	0.001206684	0.047307916	-0.0011286293	-1.0655527	0.07679156	0.607	1.0	522.8466603755951
236	1000.0	0.0	1000.0	1000.0	1000.0	100.008575	0.00076607266	100.03514	100.00409	1185000	-3.1471252e-09	6.2952204e-05	0.054214682	0.00036123762	-1.0657905	0.1305833	0.6904	1.0	524.9485991001129
237	1000.0	0.0	1000.0	1000.0	1000.0	99.97799	0.00097221165	100.02449	99.97462	1190000	6.608963e-08	0.00041403028	0.08795749	-0.0003543452	-1.0659641	0.20065044	0.7704	1.0	526.8467915058136
238	1000.0	0.0	1000.0	1000.0	1000.0	100.00392	0.0003169486	100.00573	99.99434	1195000	-3.241539e-07	1.3278921e-05	0.07783126	0.00060198887	-1.0661267	0.119466744	0.694	1.0	528.7915914058685
239	1000.0	0.0	1000.0	1000.0	1000.0	100.02935	0.00073016196	100.03266	100.02676	1200000	4.8685075e-07	0.000734856	0.056087837	-0.000701798	-1.0662953	0.07061587	0.6264	1.0	530.6524233818054
240	1000.0	0.0	1000.0	1000.0	1000.0	100.0028	0.00021858377	100.00324	100.0012	1205000	5.364418e-08	6.707671e-06	0.033158276	-5.744959e-06	-1.0664229	0.051053617	0.5148	1.0	532.5142111778259
241	1000.0	0.0	1000.0	1000.0	1000.0	99.99915	0.000926487	100.064384	99.99809	1210000	1.7863512e-08	1.4664728e-06	-0.0021696195	1.0640837e-06	-1.0664531	0.031973206	0.2786	4.0	534.3835954666138
242	1000.0	0.0	1000.0	1000.0	1000.0	99.99477	0.00017937468	99.99534	99.99378	1215000	1.2931824e-07	2.3326718e-05	0.034810685	-2.2129096e-05	-1.0669097	0.0595211	0.5752	1.0	536.2291195392609
243	1000.0	0.0	1000.0	1000.0	1000.0	99.99981	9.582453e-05	100.00035	99.999054	1220000	5.3822995e-09	3.9251102e-08	0.08379593	2.0833333e-05	-1.0670679	0.13979793	0.714	1.0	538.2002620697021
244	1000.0	0.0	1000.0	1000.0	1000.0	99.99634	0.0008579277	99.996704	99.93607	1225000	-2.1708011e-08	1.223304e-05	0.010095995	0.0048625967	-1.0672773	0.13020654	0.6954	1.0	540.0780687332153
245	1000.0	0.0	1000.0	1000.0	1000.0	100.07165	0.0018399054	100.079384	100.05989	1230000	4.5900345e-07	0.004368441	0.07159073	-0.00415669	-1.0674745	0.13054924	0.6908	1.0	541.9795415401459
246	1000.0	0.0	1000.0	1000.0	1000.0	100.009735	0.0010752456	100.01205	99.988106	1235000	1.3875962e-07	8.137994e-05	0.05660755	-7.7550554e-05	-1.067658	0.10842318	0.661	1.0	543.8689730167389
247	1000.0	0.0	1000.0	1000.0	1000.0	100.001335	0.0001889296	100.00165	99.99986	1240000	-5.41687e-08	1.5535016e-06	0.027510598	0.00043195303	-1.0678105	0.041103944	0.4808	1.0	545.8320875167847
248	1000.0	0.0	1000.0	1000.0	1000.0	99.98146	0.0007519956	99.985054	99.949	1245000	1.7566681e-07	0.00029281422	0.037236255	-7.4441487e-06	-1.0679376	0.06539199	0.5838	2.0	547.758962392807
249	1000.0	0.0	1000.0	1000.0	1000.0	99.979	0.00084183895	99.98404	99.97595	1250000	1.294136e-07	0.00037611037	0.0692702	-0.00035666785	-1.0682484	0.10654989	0.6534	1.0	549.6972298622131
